dengan;0.0;0.0;0.0;0.653;0.0;0.850;0.0;0.0;0.0
ya;0.0;0.0;0.0;0.653;0.0;0.0;0.0;0.0;0.653
itu;0.0;0.0;0.0;0.954;0.0;0.0;0.0;0.0;0.0
kangen;0.0;0.0;0.0;0.954;0.0;0.0;0.0;0.0;0.0
suasana;0.0;0.0;0.0;0.954;0.0;0.0;0.0;0.0;0.0
corona;0.0;0.0;0.0;0.653;0.0;0.0;0.653;0.0;0.0
sudah;0.0;0.0;0.0;0.954;0.0;0.0;0.0;0.0;0.0
selesai;0.0;0.0;0.0;0.653;0.0;0.0;0.0;0.0;0.653
padu;0.0;0.0;0.0;0.954;0.0;0.0;0.0;0.0;0.0
offline;0.0;0.0;0.0;0.352;0.0;0.352;0.352;0.0;0.352
asik;0.0;0.0;0.0;0.954;0.0;0.0;0.0;0.0;0.0
ribut;0.0;0.0;0.0;0.0;0.954;0.0;0.0;0.0;0.0
masalah;0.0;0.0;0.0;0.0;0.954;0.0;0.0;0.0;0.0
bagi;0.0;0.0;0.0;0.0;0.954;0.0;0.0;0.0;0.0
salah;0.0;0.0;0.0;0.0;1.241;0.0;0.0;0.0;0.0
juga;0.0;0.0;0.0;0.0;0.653;0.0;0.0;0.0;0.850
diri;0.0;0.0;0.0;0.0;0.954;0.0;0.0;0.0;0.0
atau;0.0;0.0;0.0;0.0;0.954;0.0;0.0;0.0;0.0
semua;0.0;0.0;0.0;0.0;0.954;0.0;0.0;0.0;0.0
gantung;0.0;0.0;0.0;0.0;0.954;0.0;0.0;0.0;0.0
pribadi;0.0;0.0;0.0;0.0;0.954;0.0;0.0;0.0;0.0
masing;0.0;0.0;0.0;0.0;1.241;0.0;0.0;0.0;0.0
dalam;0.0;0.0;0.0;0.0;0.954;0.0;0.0;0.0;0.0
pak;0.0;0.0;0.0;0.0;0.0;1.241;0.0;0.0;0.0
gimana;0.0;0.0;0.0;0.0;0.0;0.954;0.0;0.0;0.0
anak;0.0;0.0;0.0;0.0;0.0;1.410;0.0;0.0;0.0
sekolah;0.0;0.0;0.0;0.0;0.0;0.954;0.0;0.0;0.0
untuk;0.0;0.0;0.0;0.0;0.0;0.954;0.0;0.0;0.0
beberapa;0.0;0.0;0.0;0.0;0.0;0.653;0.0;0.653;0.0
zona;0.0;0.0;0.0;0.0;0.0;0.653;0.653;0.0;0.0
kenapa;0.0;0.0;0.0;0.0;0.0;0.653;0.0;0.0;0.653
mahasiswa;0.0;0.0;0.0;0.0;0.0;0.850;0.0;0.653;0.0
laksana;0.0;0.0;0.0;0.0;0.0;0.954;0.0;0.0;0.0
justru;0.0;0.0;0.0;0.0;0.0;0.954;0.0;0.0;0.0
lebih;0.0;0.0;0.0;0.0;0.0;0.477;0.477;0.477;0.0
bisa;0.0;0.0;0.0;0.0;0.0;0.653;0.0;0.0;0.850
adaptasi;0.0;0.0;0.0;0.0;0.0;0.954;0.0;0.0;0.0
new;0.0;0.0;0.0;0.0;0.0;0.653;0.0;0.0;0.653
normal;0.0;0.0;0.0;0.0;0.0;0.653;0.0;0.0;0.653
banding;0.0;0.0;0.0;0.0;0.0;0.954;0.0;0.0;0.0
masih;0.0;0.0;0.0;0.0;0.0;0.653;0.653;0.0;0.0
sangat;0.0;0.0;0.0;0.0;0.0;0.954;0.0;0.0;0.0
rentan;0.0;0.0;0.0;0.0;0.0;0.954;0.0;0.0;0.0
mohon;0.0;0.0;0.0;0.0;0.0;0.954;0.0;0.0;0.0
kaji;0.0;0.0;0.0;0.0;0.0;0.954;0.0;0.0;0.0
lagi;0.0;0.0;0.0;0.0;0.0;0.653;0.653;0.0;0.0
saya;0.0;0.0;0.0;0.0;0.0;0.0;0.954;0.0;0.0
doa;0.0;0.0;0.0;0.0;0.0;0.0;0.954;0.0;0.0
kampus;0.0;0.0;0.0;0.0;0.0;0.0;0.954;0.0;0.0
padahal;0.0;0.0;0.0;0.0;0.0;0.0;0.954;0.0;0.0
tempat;0.0;0.0;0.0;0.0;0.0;0.0;0.954;0.0;0.0
merah;0.0;0.0;0.0;0.0;0.0;0.0;0.954;0.0;0.0
dan;0.0;0.0;0.0;0.0;0.0;0.0;0.954;0.0;0.0
kerabat;0.0;0.0;0.0;0.0;0.0;0.0;0.954;0.0;0.0
kerja;0.0;0.0;0.0;0.0;0.0;0.0;1.241;0.0;0.0
dokter;0.0;0.0;0.0;0.0;0.0;0.0;0.954;0.0;0.0
suka;0.0;0.0;0.0;0.0;0.0;0.0;0.954;0.0;0.0
bilang;0.0;0.0;0.0;0.0;0.0;0.0;0.954;0.0;0.0
keras;0.0;0.0;0.0;0.0;0.0;0.0;0.954;0.0;0.0
pasien;0.0;0.0;0.0;0.0;0.0;0.0;0.954;0.0;0.0
nyaman;0.0;0.0;0.0;0.0;0.0;0.0;0.954;0.0;0.0
rumah;0.0;0.0;0.0;0.0;0.0;0.0;0.954;0.0;0.0
adalah;0.0;0.0;0.0;0.0;0.0;0.0;0.954;0.0;0.0
jalan;0.0;0.0;0.0;0.0;0.0;0.0;0.954;0.0;0.0
positif;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.241;0.0
ambil;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.954;0.0
buang;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.954;0.0
negatif;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.954;0.0
mungkin;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.954;0.0
berani;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.954;0.0
tanya;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.241;0.0
di;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.241;0.0
aktif;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.954;0.0
sampai;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.954
masa;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.954
pandemi;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.954
harus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.954
